																																															
				Lv. 7						Lv. 17						Lv. 24						Lv. 35						Lv. 45						Lv. 55						Lv. 64							
																																															
				X						X						Week Holy (Possible Heal attack)						X						X						X						Week Fire / Strong Ice							
																																															
				75						300						500						1700						2700						4000						7700							
																																															
				40						30						55						300						150						120						130							
				15						30						42						150						105						170						250							
	Pig			14 ~ 21 meso			Axe Stump			32 ~ 48 meso			Zombie Mushroom			44 ~ 66 meso			Jr. Boogie			96 ~ 144 meso			Copper Drake			160 ~ 240 meso			Stone Golem			256 ~ 384 meso			Ice Drake			324 ~ 486 meso							
	Pig's Head		Scroll for Cape for LUK 100%		Red Potion		Firewood		Red Potion		Scroll for One-Handed BW for ATT 10%		The Charm of the Undead		Orange Potion		Scroll for Spear for ATT 10%		Jr. Boogie's Horns		White Potion		Bule Potion		Drake's Skull		Black Crystal Ore		White Potion		Stone Golem Rubble		Black Crystal Ore		Elixer		Purple Cast Linen		Mana Elixer		Elixer						
	Brown  Hard Leather Pants		Brown Skullcap		Scroll for Shoes for DEX 10%		Wizard Wand		Bronze Aroa Boots		Bule Potion		Weighted Earrings		Gold Earrings		Hunter's Bow		Garnet Ore		Steel Ore		The Magic Rock		Elixer		Orihalcon Ore		Dragon Skin		Red Cross Shield		Bule Potion		Scroll for Bow for ATT 60%		Gold Ore		Silver Ore		Sapphire Ore						
	Wooden Mallet		Gold Ore		Topaz Ore		Orihalcon Ore		Opal Ore		Contra Axe		Iron Axe		Mithril Ore		Emerald Ore		The Summoning Rock		Dark Crystal Ore		Power Crystal Ore		Bule Potion		The Summoning Rock		Dark Crusader Chainmail (M)		Scroll for Crossbow for ATT 60%		Crystal Wand		Dark Knuckle		Red China (M)		Red China Pants (M)		Red Jangoon Pants (F)						
	Garnier		White Split Skirt (F)		Leather		Wooden Sword		BATT le Shield		Amethyst Earrings		Green Hunter		Brown Sneak (M)		Bule Potion		Wisdom Crystal Ore		LUK Crystal Ore		DEX Crystal Ore		Blue Pole-Feather Ha		Dark Arten		Jacker		Gold Cleave		Blue Pierre Shoes		Green Goldwind Shoes		Red Orientican Pants (M)		Dragon Skin		Brown Jangoon Armor (F)						
	Orange Lolica Armor (F) 		Dark Nightshift (M)		Green Apple		Orange Split Piece (M)		White Split Pants (M)		Brown Nightshift (F)		Brown  Sneak Pants (M)		Mithril Wand		Red Martial Arts Pants (M)								Brown Piette Pants (M)		Brown Piette (M)		Blue Bone Helm		Red Moon (F)		Red Moon Pants (F)		Bronze Crusader Helm		Red Orientican (M)		Brown Choro (F)		White Anakarune (F)						
	Brown Rocky Bandana		Arrow for Bow		Arrow for Crossbow		Brown Nightshift Pants (F)		Blue Robin Hat		Old Wooden Staff		Green Hwarang Shirt (M)		Steel Corporal (M)		Adamantium Ore								Arc Staff		Red Calas (M)		Jeweled Katar		White Calas (M)		Bronze Identity		Green Ice Queen (F)		Bronze Rover		Brown Lorin		Red Lapiz Sandals						
							Wooden Baseball Bat		Dellinger Special		Arrow for Bow		White Potion		Blue Chaos Robe (M)		White Chaos Robe (M)								Sai		Mithril Hildon Boots		 Purple Steel-Tip Boots		Green Ice Queen Skirt (F)		Hawkhead		Ryden		Sapphire Gigantic		The Magic Rock		Golden Crow						
							Arrow for Crossbow						Pink Jester		Nakamaki		Red Hwarang Shirt (M)								Scroll for Two-Handed Sword for Accuracy10%		Red Barbay		Scroll for Helmet for INT 60%		Sapphire Earrings		Kumbi Throwing-Star		Mana Elixer		Diamond Ore		Scroll for Earring for DEX 60%		Scroll for Earring for HP 10%						
													Blue Counter		Golden Hook		Speed Potion								Scroll for Bottomwear for HP 60%		Knuckle Production Stimulator		Two-Handed Axe Production Stimulator		Dark Shadow (M)		Brown Double Boots		Bow Production Stimulator		Scroll for Two-Handed Axe for Accuracy60%		Scroll for Shield for HP 10%		Glaze Capsule						
													Brown Leather Armor Glove		Arrow for Bow		Arrow for Crossbow								Topwear Production Stimulator						Crossbow Production Stimulator		Helmet Production Stimulator		Wand Production Stimulator		Scroll for Pole Arm for Accuracy10%		Green Ice Queen (F)		Green Ice Queen Skirt (F)						
																																					Ice Backbone		Staff Production Stimulator		Claw Production Stimulator						
																																					Two-Handed Axe Production Stimulator										
																																															
	Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability						
	5		20		0		30		10		5		20		30		7		120		155		27		100		100		18		130		100		15		200		230		25						
	Need Accuracy		0				Need Accuracy		18 (1 level decrease +0.66)				Need Accuracy		29 (1 level decrease +1.06)				Need Accuracy		99 (1 level decrease +3.666)				Need Accuracy		66 (1 level decrease +2.444)				Need Accuracy		55 (1 level decrease +2)				Need Accuracy		92 (1 level decrease +3.33)								
	Common Location						Common Location						Common Location						Common Location						Common Location						Common Location						Common Location										
				Lv. 4						Lv. 19						Lv. 24						Lv. 35						Lv. 45						Lv. 55						Lv. 68							
																																															
				Week Fire						X						X						Week Holy, Fire (Possible Heal attack)						X						Week Holy						X							
																																															
				45						330						600						1200						2750						4200						13000							
																																															
				30						35						0						80						0						90						140							
				8						33						45						70						115						170						265							
	Stump			12 ~ 18 meso			Ghost Stump			34 ~ 37 meso			Rocky Mask			57 ~ 89 meso			Jr. Wraith			56 ~ 84 meso			Iron Boar			145 ~ 223 meso			Malady			251 ~ 359 meso			Dark Drake			332 ~ 498 meso							
	Tree Branch		Scroll for Cape for HP 10%		Red Potion		Seedling		Red Potion		Bronze Ore		Slate		Orange Potion		Bule Potion		Tablecloth		White Potion		Scroll for Helmet for HP 10%		Iron Boar Armor		Scroll for Two-Handed Sword for ATT 60%		Black Crystal Ore		Malady's Experimental Frog		Dark Crystal Ore		White Potion		Dark Drake's Horn		Black Crystal Ore		Scroll for Cape for Magic Def 60%						
	Scroll for Topwear for DEF 10%		Emerald Ore		Adamantium Ore		Diamond Ore		Silver Ore		Scroll for Overall Armor for DEX 60%		Orihalcon Ore		Steel Ore		Emerald Ore		Mokbi Throwing-Star		Adamantium Ore		Opal Ore		Steel Ore		White Potion		Bule Potion		Bule Potion		Black Crystal Ore		Gold Ore		White Potion		Adamantium Ore		Orihalcon Ore						
	Triangular Zamadar		Brown High Boots		Juno		Scroll for Gloves for DEX 60%		Yellow Able Armor (F)		Brown Able Skirt (F)		Scroll for Earring for INT 60%		Scroll for Spear for ATT 60%		Viking Sword		Scroll for Helmet for DEX 100%		BATT le Bow		Dark Crusader Chainmail (M)		Elixer		Brown Pilfer		Pansy Earrings		Elixer		The Magic Rock		Green Distinction		Dragon Skin		Scroll for Cape for Weapon Def 60%		Scroll for Topwear for DEF 60%						
	Composite Bow		Green Apple		Rookie Pants (F)		Green Plain Robe (M)		Green Lagger Halfglove		Black Split Piece (M)		Ice Wand		Blue Pao Bottom (M)		Blue Pao (M)		Dark Engrit (F)		Blue Avenger (F)		Mithril Scaler		Brown Piettra Skirt (F)		OrangeCalas (M)		Aqua Brace		Yellow Duke		Black Jangoon Pants (M)		Blue Jangoon Armor (M)		Red Seraphis		Blue Sonata		Bronze Identity						
	Pistol		Arrow for Bow		Arrow for Crossbow		Black Split Skirt (F)		OrangeHigh Boots		Blue Enamel Boots		Sky Shark (F)		Sky Shark Skirt		Scroll for Staff for Magic ATT  60%		Dark Noel		Orihalcon Arbion		Niam		Gold Moon Shoes		Maroon Jangoon Boots		Diamond Ore		White Calaf (F)		Red Lumati (F)		Gold Brist		Gold Ancient Shield		Skylar		Redemption						
							Dark Savata		Red Thief Hood		Blue Feather Hat		Ryden		Green Marker		Red Lutia		Red Moon Shoes		Red Pierre Shoes		Adamantium Avarice		Scroll for Shield for LUK 100%		Bronze Arrow for Bow		Bronze Arrow for Crossbow		Olympus		Green Goldwind Shoes		Sapphire Slain		Chrono		Red Cordon		Aqua Platina						
							Blue Wizard Robe (M)		Iron Axe		Bule Potion		Speed Potion						Shooting Star		Dagger Production Stimulator		Two-Handed BW Production Stimulator		Staff Production Stimulator		Bow Production Stimulator		Shoes Production Stimulator		Crystal Flower Earrings		 Green Orientican Pants (M)		Green Orientican (M)		Aqua Platina Pants		Scroll for Helmet for INT 100%		Scroll for Helmet for DEF 60%						
							Scroll for Knuckle for ATT 10%												Helmet Production Stimulator						Wand Production Stimulator		Brown Piettra (F)				Asianic Bow		Green Distinction		Steel Pow		Blue Mystique Pants (F)		Blue Mystique (F)		Green Pirate Boots						
																															Brown Royce		Bow Production Stimulator		Knuckle Production Stimulator		Angel Wings		Diamon Ore		Scroll for Bottomwear for DEX 60%						
																															Two-Handed Axe Production Stimulator		Wand Production Stimulator				Red Viska		Claw Production Stimulator		Two-Handed BW Production Stimulator						
																																					Bottomwear Production Stimulator										
																																															
																																															
	Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability						
	3		10		0		40		15		10		35		40		10		90		90		17		350		350		20		100		200		20		205		250		27						
	Need Accuracy		0				Need Accuracy		37 (1 level decrease +1.33)				Need Accuracy		37 (1 level decrease +1.33)				Need Accuracy		62 (1 level decrease +2.26)				Need Accuracy		73 (1 level decrease +2.66)				Need Accuracy		73 (1 level decrease +2.66)				Need Accuracy		99 (1 level decrease +3.666)								
	Common Location						Common Location						Common Location						Common Location						Common Location						Common Location						Common Location										
				Lv. 8						Lv. 20						Lv. 25						Lv. 37						Lv. 46						Lv. 57						Lv. 70							
																																															
				X						X						X						Week Lightning						X						Week Holy (can Holy attack)						Immune Poison							
																																															
				80						350						550						1950						2550						4500						15000							
																																															
				45						30						50						10						100						100						200							
				15						32						42						80						110						190						270							
	Orange Mushroom			16 ~ 24 meso			Blue Mushroom			36 ~ 54 meso			Wild Boar			44 ~ 66 meso			Lorang			92 ~ 138 meso			Tortie			168 ~ 252 meso			Skeleton Soldier			272 ~ 408 meso			Tauromacis			340 ~ 500 meso							
	Orange Mushroom Cap		Red Potion		Scroll for Shoes for Jump 10%		 Blue Mushroom Cap		Orange Potion		Magic Potion		Wild Boar's Tooth		Orange Potion		 Stiff Feather		Lorang's Claws		Bule Potion		White Potion		Tortie Shell		Scroll for Cape for STR 60%		White Potion		Rib		Bule Potion		Elixer		Tauromacis' Horn		Mana Elixer		Elixer						
	White Gomushin		Bronze Koif		Spear		Scroll for Two-Handed Sword for ATT 10%		Field Dagger		Steel Fitted Mail (F)		Weighted Earrings		Green Shivermail (F)		Green  Shivermail Skirt (F)		Garnet Ore		Orihalcon Ore		Scroll for Dagger for ATT 60%		Elixer		Bule Potion		Amethyst Ore		Opal Ore		Orihalcon Ore		Brown Steel-Tip Boots		Gold Ore		Steely Throwing-Knives		Scroll for One-Handed Axe for ATT 60%						
	Double Axe		Bronze Ore		Diamond Ore		Red Loosecap		Arrow for Bow		Gold Ore		Red Doroness Robe (F)		Sapphire Earrings		Adamantium Ore		Sky Blue Umbrella		Korean Fan		The Summoning Rock		Mithril Ore		Scroll for Gloves for ATT  10%		Adamantium Avarice		Emerald Hildon Boots		Pink Goldwind Shoes		Blue Goni Shoes		The Magic Rock		Blue Ice Queen (F)		Blue Ice Queen Skirt (F)						
	Basic Archer Glove		Red Ninja Sandals		Brown Hard Leather Boots		Sapphire Ore		Bule Potion		Mithril Pole Arm		Opal Ore		Bule Potion		Bronze Pride		Ryden		Mithril Pole Arm		 Circle-Winded Staff		Blue Guiltian		Green Pilfer		White Piettra (F)		Scroll for Staff for Magic ATT  60%		Blue Orientican (M)		Blue Orientican Pants (M)		Dark Scorpio Pants (M)		Blue Requiem (M)		Dark Scorpio (M)						
	Brown Rocky Suit		Bullet		Arrow for Bow		Red Shivermail (F)		Red  Shivermail Skirt (F)		Blue Sergeant (M)		Mithril BATT le Grieves		Iron Chain Boots		Leather		Dark Trigger		Dark Noel		White Crusader Chainmail (M)		White Piettra Skirt (F)		Lion's Fang		Skull Shield		Light Scorpio Pants (M)		Light Scorpio (M)		Blue Tai (M)		Dark Requierre (F)		Mithril Planet		Beige Patriot						
	Arrow for Crossbow						Steel Sergeant Kilt (M)		Arrow for Crossbow		 Purple Jewelry Shoes		Nakamaki		Lionheart		Circle-Winded Staff		Blue Starlight (M)		Adamantium Tower Shield		Blue Pierre Shoes		Blue Steel-Tip Boots		 Purple Goldwind Shoes		Dark Shouldermail Pants (F)		Red Anakarune (F)		Silver Planet		Red Infinium Circlet		 Purple Nightfox		Green Lineros (F)		Red Mystique Shoes						
							Fork on a Stick		Topaz Ore		White Potion		Brown Piette Pants (M)		Brown Piette (M)		Blue Knucklevest Pants (M)		 Dark Cleave		Dark Piette (M)		Dark Piette Pants (M)		Dark Shouldermail (F)		Brown Moon Pants (F)		Brown Moon (F)		Brown Nightfox		Scroll for Claw for ATT 60%		Scroll for Wand for Magic ATT  60%		The Judgement		Red Hinkel		Brown Scarab						
							Mithril War Boots		Halfmoon Zamadar		Wizard Staff		Brown Guiltian		Ryden		Eagle Crow		 Purple Shadow (F)		 Purple Shadow Pants (M)		Brown Locote Shoes		Scroll for Shield for LUK 100%		Brown Double Boots		Two-Handed Sword Production Stimulator		Scroll for One-Handed BW for Accuracy100%		Scroll for Spear for Accuracy60%		Beige Patriot		Blue Seraph Cape		Emerald Emperor		Green Wing Boots						
							Green Burgler		Iron Axe		Brown Lagger Cap		Red Distinction		Sabretooth		Hard Leather Glove		Scroll for Topwear for LUK 100%		Scroll for Helmet for INT 100%		Scroll for Knuckle for ATT 10%		One-Handed Axe Production Stimulator		Pole Arm Production Stimulator				Black Basile Boots		Bow Production Stimulator		One-Handed Axe Production Stimulator		Blue Galaxy		Green Larceny		Black Pirate's Bandana						
							Brown Double Marine		Brown Pitz Bandana				Split Bullet		Warrior Potion				Neozard		Staff Production Stimulator		Claw Production Stimulator								Bottomwear Production Stimulator		Wand Production Stimulator				Scroll for Topwear for HP 60%		 Spear Production Stimulator		Dagger Production Stimulator						
																			 Bottomwear Production Stimulator																		Bottomwear Production Stimulator										
																																															
	Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability						
	0		10		1		10		60		7		20		30		8		100		200		18		300		300		15		160		160		25		250		250		15						
	Need Accuracy		4 (1 level decrease +0.13)				Need Accuracy		26 (1 level decrease +0.93)				Need Accuracy		29 (1 level decrease +1.06)				Need Accuracy		66 (1 level decrease +2.44)				Need Accuracy		55 (1 level decrease +2)				Need Accuracy		92 (1 level decrease +3.33)				Need Accuracy		55 (1 level decrease +2)								
	Common Location						Common Location						Common Location						Common Location						Common Location						Common Location						Common Location										
																																															
	BOSS																																														
																																															
				Lv. 20						Lv. 55						Lv. 55						Lv. 65																									
																																															
				X						X						X						X																									
																																															
				10000						500000						350000						684000																									
																																															
				Respawn time						Respawn time						Respawn time						Respawn time																									
				23min ~ 30min						45min ~ 1hr						38min ~ 45min						1hr 30min ~ 1hr 45min																									
	Mano						King Clang						Faust						Dyle																												
	Sunrise Dew		Bronze mesos bag		Scroll for Helmet for DEF 60%		Silver mesos bag		Scroll for Cape for LUK 60%		Scroll for Crossbow for ATT 60%		Bronze mesos bag X4		Scroll for Earring for INT 60%		Scroll for Overall Armor for DEF 60%		Silver mesos bag X2		Bronze mesos bag		Scroll for Helmet for HP 60%																								
																																															
	Scroll for Earring for INT 60%		Scroll for Topwear for DEF 60%		Scroll for One-Handed BW for ATT 60%		Scroll for Cape for STR 60%		Scroll for Claw for ATT 60%		Scroll for Shoes for Speed 60%		Scroll for Shoes for Speed 60%		Scroll for Gloves for DEX 60%		Scroll for Shield for DEF 60%		Scroll for Overall Armor for DEX 60%		Scroll for Overall Armor for LUK 60%		Scroll for Gloves for ATT  60%																								
																																															
	Scroll for Wand for Magic ATT  60%		Scroll for Cape for INT 60%		Scroll for Staff for Magic ATT  60%		Scroll for Helmet for HP 60%		Scroll for Overall Armor for INT 60%		Scroll for Shoes for Jump 60%		Scroll for Cape for INT 60%		Scroll for Staff for Magic ATT  60%		Scroll for Two-Handed Axe for ATT 60%		Scroll for Cape for Magic Def 60%		Scroll for Dagger for ATT 60%		Scroll for Two-Handed Sword for ATT 60%																								
																																															
	Scroll for Two-Handed Sword for ATT 60%		Scroll for Overall Armor for DEX 60%		Scroll for Bottomwear for DEF 60%		Scroll for Gloves for ATT  60%		Scroll for Shoes for DEX 10%		Scroll for Gloves for DEX 10%		Scroll for Crossbow for ATT 60%		Scroll for Claw for ATT 60%		Scroll for Overall Armor for INT 10%		Scroll for Pole Arm for ATT 60%		Scroll for Crossbow for ATT 60%		Scroll for Claw for ATT 60%																								
																																															
	Subi Throwing-Star		Gold Burgernet Helm		Red Wizardry Hat		Scroll for Shield for DEF 10%		Scroll for Cape for Magic Def 10%		Scroll for One-Handed Sword for ATT 10%		Scroll for Cape for Magic Def 10%		Scroll for Cape for INT 10%		Scroll for Wand for Magic ATT  10%		Scroll for Shoes for DEX 10%		Scroll for Cape for HP 10%		Scroll for Bow for ATT 10%																								
																																															
	Black Hunter		Dark Tiberian		Dark Master Sergeant (M)		Scroll for Eye Accessory for STR 100%		Scroll for Eye Accessory for INT 100%		Red Oriental Helmet		Scroll for Spear for ATT 10%		Scroll for Pendant for LUK 100%		Scroll for Pendant for DEX 100%		Scroll for Claw for ATT 10%		Scroll for Eye Accessory for LUK 60%		Scroll for Eye Accessory for STR 60%																								
																																															
	Red Shark (F)		White Doros Robe (M)		Red Doroness Robe (F)		Dark Seraphis		Black Polyfeather Hat		Dark Identity		Jeweled Katar		Buck		Jacker		Red Katana		Mikhail		The Judgement																								
																																															
	Black Bennis Chainmail (M)		Red Bennis Chainmail (M)		Black Sneak (M)		Dark Orientican (M)		Red Ice Queen (F)		Dark Anakamoon (M)		Shinkita		Cromi		Thorns		Kandine		Angel Wings		Dark Ritual																								
																																															
	Gold Sneak (F)		White Fingerless Gloves		Dark Savata		Dark Anakarune (F)		Red Tai (M)		Red Choro (F)		Lion's Fang		The Rising		Golden Mole		Doombringer		Chrono		Gigantic Sledge																								
																																															
	Dark Wolfskin		Dark War Boots		Black Windshoes		Dark Scorpio (M)		Bloody Mantis Pants (F)		Dark Clench		Serpent's Tongue		The Nine Dragons		Olympus		Redemption		The Gold Dragon		Golden Hinkel																								
																																															
	Red Jack Boots		Black Lappy Boots		Scroll for Helmet for DEF 10%		Dark Manute		Dark Garner		Gold Pow		Rower		Dark Slain		Fury Claw		Scroll for Helmet for DEX 10%		Scroll for Bottomwear for DEX 10%		Scroll for Spear for Accuracy 60%																								
																																															
	Scroll for Earring for INT 10%		Scroll for Topwear for DEF 10%		Scroll for Dagger for ATT 10%		Blood Camel Boots		Pink Goldrunners		Red 고어슈즈		Mr. Rasfelt		Scroll for Knuckle for ATT 10%		Scroll for Gun for ATT 60%		Scroll for Knuckle for Accuracy 60%																												
																																															
	Scroll for Wand for Magic ATT  10%		Brown Pitz Bandana		Brown Turk Gally		Dark Moss Boots		Purple Cast Linen		Emergency Rescue Tube		Fishing Pole		Mystic Cane		Scroll for Shield for STR 60%																														
																																															
	Hard Leather Glove		Brown Wooden Krag		Bullet		Colorful Tube		Black Royal Barone		Black Tube		Scroll for Shield for HP 10%																																		
																																															
	Scroll for Knuckle for ATT 60%		Scroll for Gun for ATT 10%		Scroll for Topwear for STR 60%		Black Schult		Black Basile Boots																																						
																																															
	Scroll for Shield for HP 10%		Scroll for One-Handed Axe for Accuracy10%		Scroll for Pole Arm for Accuracy10%																																										
																																															
	Scroll for Belt for LUK 100%		Scroll for Belt for DEX 100%		Dark Mesana																																										
																																															
																																															
																																															
																																															
																																															
																																															
																																															
	Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability																								
	?		?		?		?		?		?		?		?		?		?		?		?																								
	Need Accuracy		?				Need Accuracy		?				Need Accuracy		?				Need Accuracy		?																										
	Common Location						Common Location						Common Location						Common Location																												
	리스항구 - 해안가풀숲 III						플로리나비치 - 따뜻한 모래밭						엘리니아 - (H)사악한기운의숲 I						커닝시티 - 위험한크로코 I																												
				Lv. 35						Lv. 48						Lv. 60						Lv. 65																									
																																															
				X						X (Possible Heal attack)						X						X (Possible Heal attack)																									
																																															
				70000						130000						558000						786000																									
																																															
				Respawn time						Respawn time						Respawn time						Respawn time																									
				23min ~ 30min						45min ~ 1hr						3hr 30min ~ 4hr						3hr 15min ~ 3hr 45min																									
	Stumpy						Shade						Mushmom						Zombie Mushmom																												
	Sap of Ancient Tree		Bronze mesos bag X2		Scroll for Shoes for DEX 60%		Bronze mesos bag X5		Scroll for Belt for LUK 100%		Scroll for Belt for DEX 100%		Gold mesos bag		Silver mesos bag X2		Steel Tower Shield		Gold mesos bag		Silver mesos bag X2		Pink-Flowered Earrings																								
																																															
	Scroll for Gloves for DEX 60%		Scroll for Shield for DEF 60%		Scroll for Cape for Magic Def 60%		Scroll for Belt for INT 100%		Scroll for Belt for STR 100%		Dark Guiltian		Ilbi Throwing-Star		Scroll for Helmet for DEF 60%		Scroll for Helmet for HP 60%		Black Gaia Cape		Ilbi Throwing-Star		Scroll for One-Handed Axe for ATT 60%																								
																																															
	Scroll for One-Handed Sword for ATT 60%		Scroll for One-Handed Axe for ATT 60%		Scroll for Cape for MP 60%		Dark Distinction		Dark Starlight (M)		Dark Moonlight (F)		Scroll for Earring for INT 60%		Scroll for Topwear for DEF 60%		Scroll for Overall Armor for DEX 60%		Scroll for One-Handed BW for ATT 60%		Scroll for Dagger for ATT 60%		Scroll for Wand for Magic ATT  60%																								
																																															
	Scroll for One-Handed BW for ATT 60%		Scroll for Cape for Weapon Def 60%		Scroll for Cape for INT 10%		Dark Piette (M)		Dark Piettra (F)		Dark Shadow (F)		Scroll for Overall Armor for DEF 60%		Scroll for Bottomwear for DEF 60%		Scroll for Shoes for DEX 60%		Scroll for Staff for Magic ATT  60%		Scroll for Two-Handed Sword for ATT 60%		Scroll for Two-Handed Axe for ATT 60%																								
																																															
	Scroll for Topwear for DEF 10%		Scroll for Two-Handed Sword for ATT 10%		Scroll for Overall Armor for DEX 10%		Dark Brace		Dark Knuckle		Dark Arten		Scroll for Shoes for Jump 60%		Scroll for Shoes for Speed 60%		Scroll for Gloves for DEX 60%		Scroll for Two-Handed BW for ATT 60%		Scroll for Spear for ATT 60%		Scroll for Pole Arm for ATT 60%																								
																																															
	Scroll for Bottomwear for DEF 10%		Scroll for Cape for INT 60%		Wooden Top		Dark Cleave						Scroll for Cape for Magic Def 60%		Scroll for Cape for Weapon Def 60%		Scroll for Gloves for ATT  60%		Scroll for Bow for ATT 60%		Scroll for Crossbow for ATT 60%		Scroll for Claw for ATT 60%																								
																																															
	Gold Nordic Helm		Dark Guiltian		Dark Distinction								Scroll for Belt for LUK 60%		Scroll for Belt for STR 60%		Scroll for Shield for DEF 60%		Scroll for One-Handed Sword for ATT 60%		Scroll for Belt for DEX 60%		Scroll for Belt for INT 60%																								
																																															
	Dark Pilfer		Maroon Jangoon Armor (M)		Black Jangoon Armor (F)								Crystal Flower Earrings		Thorns		Poison Mushroom		Silver Legend Shield		Pyogo Mushroom		Bronze Helmet																								
																																															
	Dark Starlight (M)		Dark Moonlight (F)		Dark Piette (M)								Blaze Capsule		Scroll for Topwear for LUK 10%		Scroll for Bottomwear for Jump 60%		Scroll for Knuckle for ATT 60%		Scroll for Gun for ATT 60%		Scroll for Topwear for HP 10%																								
																																															
	Dark Piettra (F)		Dark Shadow (F) X 2		Dark Knuckle								Scroll for Bottomwear for Jump 10%		Scroll for Helmet for INT 100%		Scroll for One-Handed BW for Accuracy 60%		Scroll for One-Handed Sword for Accuracy 10%																												
																																															
	Dark Arten		Dark Brace		Dark Cleave																																										
																																															
	Maroon Jangoon Boots		Dark Moon Shoes		Red Pierre Shoes																																										
																																															
	Black Red-Lined Shoes		Red Misty		Red Barbay																																										
																																															
	Brown Barbee		Brown Leather Krag		Frying Pan																																										
																																															
	Scroll for Two-Handed Axe for Accuracy60%		Scroll for Pole Arm for Accuracy60%		Scroll for Belt for INT 100%																																										
																																															
	Scroll for Belt for STR 100%		Fallen Leaf Earrings																																												
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
	Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability		Weapon DEF		Magic DEF		Avoidability																								
	?		?		?		?		?		?		?		?		?		?		?		?																								
	Need Accuracy		?				Need Accuracy		?				Need Accuracy		?				Need Accuracy		?																										
	Common Location						Common Location						Common Location						Common Location																												
	페리온 - 동쪽바위산 V						커닝시티 - 2호선<3구역>						헤네시스 - (H)남의집						슬리피우드 - (H)머쉬맘의 무덤																												
				Lv. 80																																											
																																															
				Week Holy																																											
																																															
				916000																																											
																																															
				Respawn time																																											
				6hr 45min ~ 9hr																																											
	Jr. Balrog																																														
	Heavy mesos bag		Gold mesos bag X2		Bronze mesos bag X3																																										
																																															
	Gigantic Sledge		Brown Scarab		Redemption																																										
																																															
	The Gold Dragon		Red Katana		Doombringer																																										
																																															
	Kandine		Golden River		Red Brick																																										
																																															
	Palette		Yellow Mop		Scroll for One-Handed Sword for ATT 60%																																										
																																															
	Scroll for One-Handed Axe for ATT 60%		Scroll for One-Handed BW for ATT 60%		Scroll for Dagger for ATT 60%																																										
																																															
	Scroll for Wand for Magic ATT  60%		Scroll for Staff for Magic ATT  60%		Scroll for Two-Handed Sword for ATT 60%																																										
																																															
	Scroll for Two-Handed Axe for ATT 60%		Scroll for Two-Handed BW for ATT 60%		Scroll for Spear for ATT 60%																																										
																																															
	Scroll for Pole Arm for ATT 60%		Scroll for Bow for ATT 60%		Scroll for Crossbow for ATT 60%																																										
																																															
	Scroll for Claw for ATT 60%		Scroll for Face Accessory for STR 30%		Scroll for Face Accessory for INT 30%																																										
																																															
	Scroll for Face Accessory for DEX 30%		Scroll for Face Accessory for LUK 30%		Silver Ancient Shield																																										
																																															
	Scroll for Topwear for STR 10%		Elixer		Hwabi Throwing-Star																																										
																																															
	Scroll for Bottomwear for HP 10%		Beia Crash		Abyss Shooter																																										
																																															
	Scroll for Knuckle for ATT 60%		Scroll for Gun for ATT 60%																																												
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
	Weapon DEF		Magic DEF		Avoidability																																										
	?		?		?																																										
	Need Accuracy		?																																												
	Common Location																																														
	슬리피우드 - 저주받은신전																																														
